Code,Description,Last Updated
1714014,Costosternoplasty for pectus excavatum repair,09-12-2025
1714014,Costosternoplasty for pectus excavatum repair,09-12-2025
1715010,Chondrosternoplasty for pectus excavatum repair,09-12-2025
1715010,Chondrosternoplasty for pectus excavatum repair,09-12-2025
1716011,Sibling,09-12-2025
1716011,Sibling,09-12-2025
1717019,"Sibling, NOS",09-12-2025
1718012,Micrurus,09-12-2025
1719016,"Micrurus, NOS",09-12-2025
1720010,American coral snake,09-12-2025
1721014,Sparteine,09-12-2025
1721014,Sparteine,09-12-2025
1722019,Lupinidine,09-12-2025
1722019,Lupinidine,09-12-2025
1723012,Human rhinovirus 13,09-12-2025
1723012,Human rhinovirus 13,09-12-2025
1724018,Normal variation in shape,09-12-2025
1724018,Normal variation in shape,09-12-2025
1725017,Normal variation in contour,09-12-2025
1725017,Normal variation in contour,09-12-2025
1726016,Mansonia pertubans,09-12-2025
1726016,Mansonia pertubans,09-12-2025
1727013,^190m>2<^Iridium,09-12-2025
1728015,Salmonella atento,09-12-2025
1729011,Blood group antigen Warren,09-12-2025
1730018,Secondary peripheral neuropathy,09-12-2025
1730018,Secondary peripheral neuropathy,09-12-2025
1731019,"Secondary peripheral neuropathy, NOS",09-12-2025
1732014,Poecilia formosa,09-12-2025
1732014,Poecilia formosa,09-12-2025
1733016,Amazon molly,09-12-2025
1733016,Amazon molly,09-12-2025
1734010,Melanuria,09-12-2025
1734010,Melanuria,09-12-2025
1735011,Blepharorrhaphy,09-12-2025
1735011,Blepharorrhaphy,09-12-2025
1736012,"Blepharorrhaphy, NOS",09-12-2025
1737015,"Suture of palpebral fissure, NOS",09-12-2025
1738013,"Tarsorrhaphy, NOS",09-12-2025
1739017,Suture of palpebral fissure,09-12-2025
1739017,Suture of palpebral fissure,09-12-2025
1740015,Tarsorrhaphy,09-12-2025
1740015,Tarsorrhaphy,09-12-2025
1741016,Tobramycin measurement,09-12-2025
1741016,Tobramycin measurement,09-12-2025
1742011,Ophidion beani,09-12-2025
1743018,Longnose cusk-eel,09-12-2025
1744012,Field crop farm worker (general),09-12-2025
1744012,Field crop farm worker (general),09-12-2025
1745013,^151^Gadolinium,09-12-2025
1745013,^151^Gadolinium,09-12-2025
1746014,Wall of urinary bladder,09-12-2025
1746014,Wall of urinary bladder,09-12-2025
1747017,"Wall of urinary bladder, NOS",09-12-2025
1748010,Abnormal trabeculation,09-12-2025
1748010,Abnormal trabeculation,09-12-2025
1749019,Immunoglobulin pentamer,09-12-2025
1749019,Immunoglobulin pentamer,09-12-2025
1750019,Interdigital necrobacillosis,09-12-2025
1750019,Interdigital necrobacillosis,09-12-2025
1751015,Infectious pododermatitis,09-12-2025
1751015,Infectious pododermatitis,09-12-2025
1752010,Bovine foot rot,09-12-2025
1752010,Bovine foot rot,09-12-2025
1753017,Foul-in-the-foot,09-12-2025
1753017,Foul-in-the-foot,09-12-2025
1754011,Hippeastrum equestre,09-12-2025
1754011,Hippeastrum equestre,09-12-2025
1755012,Barbados lily,09-12-2025
1756013,Left axis deviation greater than -90 degrees by EKG,09-12-2025
1757016,Blaberus craniifer,09-12-2025
1757016,Blaberus craniifer,09-12-2025
1758014,Pinzgauer cow,09-12-2025
1758014,Pinzgauer cow,09-12-2025
1759018,Distal subtotal pancreatectomy,09-12-2025
1759018,Distal subtotal pancreatectomy,09-12-2025
1760011,Dental branches of inferior alveolar artery,09-12-2025
1760011,Dental branches of inferior alveolar artery,09-12-2025
1761010,4-Hydroxyphenylpyruvate dioxygenase deficiency,09-12-2025
1762015,Hawkinsinuria,09-12-2025
1762015,Hawkinsinuria,09-12-2025
1763013,Brama japonica,09-12-2025
1763013,Brama japonica,09-12-2025
1764019,Pacific pomfret,09-12-2025
1765018,Posterior temporal diploic vein,09-12-2025
1765018,Posterior temporal diploic vein,09-12-2025
1766017,Fulguration of stomach lesion,09-12-2025
1766017,Fulguration of stomach lesion,09-12-2025
1767014,Congenital hepatomegaly,09-12-2025
1767014,Congenital hepatomegaly,09-12-2025
1768016,Tooth chattering,09-12-2025
1768016,Tooth chattering,09-12-2025
1769012,Food allergy diet,09-12-2025
1769012,Food allergy diet,09-12-2025
1770013,"Food allergy diet, NOS",09-12-2025
1771012,Atheta occidentalis,09-12-2025
1772017,Anopheles cruzii,09-12-2025
1772017,Anopheles cruzii,09-12-2025
1773010,Ribose-5-phosphate isomerase,09-12-2025
1773010,Ribose-5-phosphate isomerase,09-12-2025
1774016,Phosphopentosisomerase,09-12-2025
1774016,Phosphopentosisomerase,09-12-2025
1775015,Phosphoriboisomerase,09-12-2025
1775015,Phosphoriboisomerase,09-12-2025
1776019,Photophosphorylation,09-12-2025
1776019,Photophosphorylation,09-12-2025
1777011,Gastric fundus,09-12-2025
1777011,Gastric fundus,09-12-2025
1778018,Fundus of stomach,09-12-2025
1778018,Fundus of stomach,09-12-2025
1779014,Taggert virus,09-12-2025
1780012,Nymphalis,09-12-2025
1781011,"Nymphalis, NOS",09-12-2025
1782016,Hospital re-admission,09-12-2025
1782016,Hospital re-admission,09-12-2025
1783014,Retired procedure,09-12-2025
1783014,Retired procedure,09-12-2025
1784015,Functional dilatation,09-12-2025
1784015,Functional dilatation,09-12-2025
1785019,"Anastomosis, heterocladic",09-12-2025
1785019,"Anastomosis, heterocladic",09-12-2025
1786018,Baltimore oriole,09-12-2025
1787010,Inferior surface of tongue,09-12-2025
1787010,Inferior surface of tongue,09-12-2025
1788017,Oochoristica ratti,09-12-2025
1789013,Citramalyl-CoA lyase,09-12-2025
1789013,Citramalyl-CoA lyase,09-12-2025
1790016,Hemoglobin Nagoya,09-12-2025
1791017,"Hb 97(FG4), His-pro",09-12-2025
1792012,Superficial injury of ankle without infection,09-12-2025
1792012,Superficial injury of ankle without infection,09-12-2025
1793019,Human echovirus 4,09-12-2025
1793019,Human echovirus 4,09-12-2025
1794013,Northern flat-head snake,09-12-2025
1795014,Bacteroides asaccharolyticus,09-12-2025
1796010,Bacteroides melaninogenicus ss. asaccharolyticus,09-12-2025
1797018,Chronic osteomyelitis of ankle AND/OR foot,09-12-2025
1798011,Chronic osteomyelitis of ankle and foot,09-12-2025
1799015,Hypertrophy of scrotum,09-12-2025
1799015,Hypertrophy of scrotum,09-12-2025
1800016,Carminic acid,09-12-2025
1800016,Carminic acid,09-12-2025
1801017,Euphorbia mauritanica,09-12-2025
1801017,Euphorbia mauritanica,09-12-2025
1802012,Yellow milk bush,09-12-2025
1802012,Yellow milk bush,09-12-2025
1803019,Progressive recessive dystrophic epidermolysis bullosa,09-12-2025
1803019,Progressive recessive dystrophic epidermolysis bullosa,09-12-2025
1804013,Epidermolysis bullosa progressiva with congenital deafness,09-12-2025
1804013,Epidermolysis bullosa progressiva with congenital deafness,09-12-2025
1805014,EBR 3,09-12-2025
1806010,Epidermolysis bullosa dystrophica neurotrophica,09-12-2025
1806010,Epidermolysis bullosa dystrophica neurotrophica,09-12-2025
1807018,Goldscheider disease,09-12-2025
1808011,Pulmonary inhalation study,09-12-2025
1808011,Pulmonary inhalation study,09-12-2025
1809015,Determined by,09-12-2025
1809015,Determined by,09-12-2025
1810013,Abnormal composition of urine,09-12-2025
1810013,Abnormal composition of urine,09-12-2025
1811012,"Abnormal composition of urine, NOS",09-12-2025
1812017,2-Hydroxyglutarate dehydrogenase,09-12-2025
1812017,2-Hydroxyglutarate dehydrogenase,09-12-2025
1813010,Therapeutic radioisotope,09-12-2025
1813010,Therapeutic radioisotope,09-12-2025
1814016,"Therapeutic radioisotope, NOS",09-12-2025
1815015,Persistent hyperphenylalaninemia,09-12-2025
1815015,Persistent hyperphenylalaninemia,09-12-2025
1816019,Essential hyperphenylalaninemia,09-12-2025
1816019,Essential hyperphenylalaninemia,09-12-2025
1817011,"Hyperphenylalaninemia, type II",09-12-2025
1818018,Interdigital gland,09-12-2025
1818018,Interdigital gland,09-12-2025
1819014,Secondary hypopituitarism,09-12-2025
1819014,Secondary hypopituitarism,09-12-2025
1820015,Cystocele affecting pregnancy,09-12-2025
1820015,Cystocele affecting pregnancy,09-12-2025
1821016,Legal sibling,09-12-2025
1821016,Legal sibling,09-12-2025
1822011,Repair of malunion of tibia,09-12-2025
1822011,Repair of malunion of tibia,09-12-2025
1823018,Trochanteric bursa,09-12-2025
1823018,Trochanteric bursa,09-12-2025
1824012,"Trochanteric bursa, NOS",09-12-2025
1825013,Coach in sports activity accident,09-12-2025
1825013,Coach in sports activity accident,09-12-2025
1826014,Yaba monkey tumor pox virus,09-12-2025
1826014,Yaba monkey tumor pox virus,09-12-2025
1827017,Penicillin G procaine,09-12-2025
1827017,Penicillin G procaine,09-12-2025
1828010,Procaine penicillin G,09-12-2025
1828010,Procaine penicillin G,09-12-2025
1829019,APPG,09-12-2025
1829019,APPG,09-12-2025
1830012,Aqueous procaine penicillin G,09-12-2025
1830012,Aqueous procaine penicillin G,09-12-2025
1831011,Benzylpenicillin procaine,09-12-2025
1831011,Benzylpenicillin procaine,09-12-2025
1831011,Benzylpenicillin procaine,09-12-2025
1832016,Procaine benzylpenicillin,09-12-2025
1832016,Procaine benzylpenicillin,09-12-2025
1832016,Procaine benzylpenicillin,09-12-2025
1833014,Ulcerative stomatitis,09-12-2025
1833014,Ulcerative stomatitis,09-12-2025
1834015,Lichanura trivirgata,09-12-2025
1835019,Rosy boa,09-12-2025
1835019,Rosy boa,09-12-2025
1836018,Blister of groin without infection,09-12-2025
1836018,Blister of groin without infection,09-12-2025
1837010,Aedes dorsalis,09-12-2025
1838017,Retired procedure,09-12-2025
1838017,Retired procedure,09-12-2025
1839013,Babesia trautmanni,09-12-2025
1839013,Babesia trautmanni,09-12-2025
1840010,Total abdominal colectomy with ileostomy,09-12-2025
1840010,Total abdominal colectomy with ileostomy,09-12-2025
1841014,Collateral ligament,09-12-2025
1841014,Collateral ligament,09-12-2025
1842019,"Collateral ligament, NOS",09-12-2025
1843012,Focal retinitis,09-12-2025
1843012,Focal retinitis,09-12-2025
1844018,"Focal retinitis, NOS",09-12-2025
1845017,"Focal retinochoroiditis, NOS",09-12-2025
1846016,Focal retinochoroiditis,09-12-2025
1847013,Closed condylotomy of mandible,09-12-2025
1847013,Closed condylotomy of mandible,09-12-2025
1848015,Squamous metaplasia of prostate gland,09-12-2025
1848015,Squamous metaplasia of prostate gland,09-12-2025
1849011,Lateral corticospinal tract,09-12-2025
1849011,Lateral corticospinal tract,09-12-2025
1850011,Crossed pyramidal tract,09-12-2025
1850011,Crossed pyramidal tract,09-12-2025
1851010,Urease (ATP-hydrolysing),09-12-2025
1852015,Closed reduction of coxofemoral joint dislocation with splint,09-12-2025
1852015,Closed reduction of coxofemoral joint dislocation with splint,09-12-2025
1853013,Closed reduction of coxofemoral joint with splint,09-12-2025
1853013,Closed reduction of coxofemoral joint with splint,09-12-2025
1854019,Basophilic normoblast,09-12-2025
1854019,Basophilic normoblast,09-12-2025
1855018,Basophilic erythroblast,09-12-2025
1855018,Basophilic erythroblast,09-12-2025
1856017,Prorubricyte,09-12-2025
1856017,Prorubricyte,09-12-2025
1857014,Ascending frontal gyrus,09-12-2025
1857014,Ascending frontal gyrus,09-12-2025
1858016,Precentral gyrus,09-12-2025
1858016,Precentral gyrus,09-12-2025
1859012,Francolin,09-12-2025
1859012,Francolin,09-12-2025
1860019,"Francolin, NOS",09-12-2025
1861015,Old laceration of muscles of pelvic floor,09-12-2025
1861015,Old laceration of muscles of pelvic floor,09-12-2025
1862010,Glutathione measurement,09-12-2025
1862010,Glutathione measurement,09-12-2025
1863017,Retired procedure,09-12-2025
1863017,Retired procedure,09-12-2025
1865012,Vitreous touch syndrome,09-12-2025
1865012,Vitreous touch syndrome,09-12-2025
1866013,Flexor hallucis longus muscle,09-12-2025
1866013,Flexor hallucis longus muscle,09-12-2025
1867016,Vegetable textile fiber,09-12-2025
1867016,Vegetable textile fiber,09-12-2025
1868014,"Vegetable textile fiber, NOS",09-12-2025
1869018,Plasmid,09-12-2025
1869018,Plasmid,09-12-2025
1870017,"Plasmid, NOS",09-12-2025
1871018,"Esophagoenteric anastomosis, intrathoracic",09-12-2025
1871018,"Esophagoenteric anastomosis, intrathoracic",09-12-2025
1872013,"Esophagoenteric anastomosis, intrathoracic, NOS",09-12-2025
1873015,"Oesophagoenteric anastomosis, intrathoracic, NOS",09-12-2025
1874014,"Oesophagoenteric anastomosis, intrathoracic",09-12-2025
1874014,"Oesophagoenteric anastomosis, intrathoracic",09-12-2025
1875010,Hyperalimentation procedure,09-12-2025
1875010,Hyperalimentation procedure,09-12-2025
1875010,Hyperalimentation procedure,09-12-2025
1876011,Lymphocyte antigen CD1b,09-12-2025
1877019,Suggestibility,09-12-2025
1877019,Suggestibility,09-12-2025
1878012,"Suggestibility, NOS",09-12-2025
1879016,Non-occupational,09-12-2025
1879016,Non-occupational,09-12-2025
1880018,Graves' disease with pretibial myxedema AND with thyrotoxic crisis,09-12-2025
1881019,Graves' disease with pretibial myxedema and with thyrotoxic crisis,09-12-2025
1882014,Graves' disease with pretibial myxedema and with thyrotoxic storm,09-12-2025
1883016,Graves' disease with pretibial myxedema AND with thyrotoxic storm,09-12-2025
1884010,Cardiopulmonary circulatory system,09-12-2025
1884010,Cardiopulmonary circulatory system,09-12-2025
1885011,"Cardiopulmonary circulatory system, NOS",09-12-2025
1886012,"Lesser circulation, NOS",09-12-2025
1887015,Lesser circulation,09-12-2025
1887015,Lesser circulation,09-12-2025
1888013,African horse sickness virus 3,09-12-2025
1889017,Gallbladder contraction,09-12-2025
1889017,Gallbladder contraction,09-12-2025
1890014,"Gallbladder contraction, NOS",09-12-2025
1891013,"Salmonella II 42:--:1,6",09-12-2025
1891013,"Salmonella II 42:--:1,6",09-12-2025
1892018,Eubacterium oxidoreducens,09-12-2025
1892018,Eubacterium oxidoreducens,09-12-2025
1893011,Transverse colon,09-12-2025
1893011,Transverse colon,09-12-2025
1894017,Acute vascular insufficiency,09-12-2025
1894017,Acute vascular insufficiency,09-12-2025
1895016,Coil/whorled fibers,09-12-2025
1895016,Coil/whorled fibers,09-12-2025
1896015,Fibroid myocarditis,09-12-2025
1896015,Fibroid myocarditis,09-12-2025
1897012,Ferritin measurement,09-12-2025
1897012,Ferritin measurement,09-12-2025
1898019,Upper respiratory tract hypersensitivity reaction,09-12-2025
1898019,Upper respiratory tract hypersensitivity reaction,09-12-2025
1899010,"Upper respiratory tract hypersensitivity reaction, NOS",09-12-2025
1900017,Excision of bone fragments,09-12-2025
1901018,Removal of bone chips,09-12-2025
1901018,Removal of bone chips,09-12-2025
1902013,Paraffin,09-12-2025
1902013,Paraffin,09-12-2025
1903015,"Paraffin, NOS",09-12-2025
1904014,Paraffin wax,09-12-2025
1905010,Hard paraffin,09-12-2025
1906011,"Urobilinogen measurement, 48-hour, feces",09-12-2025
1906011,"Urobilinogen measurement, 48-hour, feces",09-12-2025
1907019,Excision of lesion of tonsil,09-12-2025
1907019,Excision of lesion of tonsil,09-12-2025
1908012,Disease due to Capripoxviridae,09-12-2025
1909016,"Disease due to Capripoxviridae, NOS",09-12-2025
1910014,Closed dislocation of third cervical vertebra,09-12-2025
1910014,Closed dislocation of third cervical vertebra,09-12-2025
1911013,"Replacement of cochlear prosthesis, multiple channels",09-12-2025
1911013,"Replacement of cochlear prosthesis, multiple channels",09-12-2025
1912018,Nitrilase,09-12-2025
1912018,Nitrilase,09-12-2025
1913011,Psilocybe mixaeensis,09-12-2025
1913011,Psilocybe mixaeensis,09-12-2025
1914017,Vaginal trichomoniasis,09-12-2025
1914017,Vaginal trichomoniasis,09-12-2025
1915016,Trichomonal fluor vaginalis,09-12-2025
1915016,Trichomonal fluor vaginalis,09-12-2025
1916015,Trichomonal leukorrhea vaginalis,09-12-2025
1916015,Trichomonal leukorrhea vaginalis,09-12-2025
1917012,Trichomonal vaginitis,09-12-2025
1917012,Trichomonal vaginitis,09-12-2025
1918019,Blood group antibody Sf^a^,09-12-2025
1919010,Blood group antibody Stolzfus,09-12-2025
1920016,Aspidogaster conchicola,09-12-2025
1921017,Corneal gluing,09-12-2025
1921017,Corneal gluing,09-12-2025
1922012,Androgen-dependent hirsutism,09-12-2025
1922012,Androgen-dependent hirsutism,09-12-2025
1923019,Blood group antibody M',09-12-2025
1924013,3-Oxosteroid delta^1^-dehydrogenase,09-12-2025
1924013,3-Oxosteroid delta^1^-dehydrogenase,09-12-2025
1925014,Standard poodle,09-12-2025
1925014,Standard poodle,09-12-2025
1926010,Eranthis hyemalis,09-12-2025
1927018,Water aconite,09-12-2025
1927018,Water aconite,09-12-2025
1928011,Salmonella odozi,09-12-2025
1928011,Salmonella odozi,09-12-2025
1928011,Salmonella odozi,09-12-2025
1929015,Natural,09-12-2025
1929015,Natural,09-12-2025
1930013,Fibrous meningioma,09-12-2025
1930013,Fibrous meningioma,09-12-2025
1931012,Fibroblastic meningioma,09-12-2025
1931012,Fibroblastic meningioma,09-12-2025
1932017,Indoleacetic acid preparation,09-12-2025
1932017,Indoleacetic acid preparation,09-12-2025
1932017,Indoleacetic acid preparation,09-12-2025
1932017,Indoleacetic acid preparation,09-12-2025
1933010,Indoleacetic acid,09-12-2025
1934016,Iridoplasty,09-12-2025
1934016,Iridoplasty,09-12-2025
1935015,"Iridoplasty, NOS",09-12-2025
1936019,"Repair of iris, NOS",09-12-2025
1937011,"Formation of pupil, NOS",09-12-2025
1938018,Repair of iris,09-12-2025
1939014,Formation of pupil,09-12-2025
1941010,Blood group antigen Giaigue,09-12-2025
1942015,Beetle larvae,09-12-2025
1942015,Beetle larvae,09-12-2025
1942015,Beetle larvae,09-12-2025
1943013,"Beetle larvae, NOS",09-12-2025
1944019,Foreign body in hypopharynx,09-12-2025
1944019,Foreign body in hypopharynx,09-12-2025
1945018,Multiple aggregation,09-12-2025
1945018,Multiple aggregation,09-12-2025
1946017,Free protein S,09-12-2025
1947014,Congenital bent nose,09-12-2025
1947014,Congenital bent nose,09-12-2025
1948016,^197^Mercury,09-12-2025
1948016,^197^Mercury,09-12-2025
1949012,Thermoactinomyces peptonophilus,09-12-2025
1949012,Thermoactinomyces peptonophilus,09-12-2025
